Type, Number, Description, Latitude, LatitudeCoord, Longtitude, LongtitudeCoord, Latitude2, LatitudeCoord2, Longtitude2, LongtitudeCoord2
Real Estate; 3610; AAAA; N; 0,5809879447930998; E; 0,7845496267346255; S; 0,9556522084090512; E;0,6465609882500191 
Real Estate; 68633; Open Dunes Corner; N; 0,47868533349339926; E; 0,8509888929107473; S; 0,7207323306413098; W;0,9165647877253879 
Lot;3816; Amber Vista Crossing; N; 0,4669814045827776; E; 0,9172154246505525; S; 0,9373068012473889; E;0,35021654488652254 
Lot;74053; Fern Waters Parkway; N; 0,4469323364889316; E; 0,968162406978745; S; 0,448171059009971; W;0,7814507332084224 
Real Estate; 78988; Starry Beach Forest; N; 0,49206799091072717; E; 0,8708466536761346; S; 0,5722835458571999; W;0,6667671697083499 
Lot;93486; Verdant Riverbank Acres; N; 0,48497213049556764; E; 0,9713080501080819; S; 0,3388299537982413; W;0,4875557831299715 
Real Estate; 74540; Azure Summit Glade; N; 0,5272815955352068; E; 0,8790018455975039; S; 0,9598769129394693; E;0,9477271422737905 
Real Estate; 17277; Amber Waters Oasis; N; 0,5229171488910587; E; 0,8952777010885117; S; 0,7759388587719661; E;0,41019926709398513 
Lot;65364; Woodland Arbor Terrace; N; 0,5383365972246429; E; 0,8444157572126789; N; 0,8171589976821744; E;0,776257475766805 
Lot;90251; Violet Meadow Reserve; N; 0,5327953574229477; E; 0,902472593519101; S; 0,26215816468840836; E;0,591968151569343 
Real Estate; 43894; Blooming Riverbank Corner; N; 0,5787799288474491; E; 0,836476035702163; N; 0,18625435212080932; W;0,10592146872369734 
Real Estate; 39779; Fern Lake Terrace; N; 0,5659798875984694; E; 0,8694648407003376; S; 0,42087833256093377; E;0,2187294395786975 
Real Estate; 91248; Sunset Acreage Run; N; 0,49958945883148753; E; 0,9714394627753739; N; 0,25854541215943483; E;0,9157063145612532 
Lot;90892; Wild Desert Glade; N; 0,5045549097895026; E; 0,9856120899499567; N; 0,2737760047193927; W;0,05649366765139119 
Real Estate; 71368; Willow Slopes Trails; N; 0,5090574522318584; E; 0,9385274103337128; S; 0,36967557440893273; W;0,3123073328755578 
Real Estate; 55422; Cozy Beach Creek; N; 0,5238017164915714; E; 0,9416142407305983; N; 0,5431719838798352; E;0,35621771212179487 
Real Estate; 23520; Hidden Arbor Reserve; N; 0,526268168644441; E; 0,9994193106652504; S; 0,24946792055619393; E;0,9590543548881506 
Real Estate; 59515; Sapphire Oasis Isle; N; 0,5716550311085362; E; 0,9283973502578127; S; 0,8690511191492292; E;0,7023954638311133 
Real Estate; 75540; Moonlit Passage Terrace; N; 0,5650396096750395; E; 0,9510159525610365; S; 0,3968822588192016; E;0,3917782460491612 
Real Estate; 13302; Starlit Shore Park; N; 0,6000044024978227; W; 0,946933313751577; N; 0,07628464446877925; W;0,7915288108219375 
Lot;3177; Gleaming Oaks Arch; N; 0,6479380701943078; W; 0,98446617221369; N; 0,14236279258531737; W;0,7625741834070916 
Lot;63257; Mellow Valley Isle; N; 0,6771135026903591; W; 0,9865625211603324; N; 0,5907217428982793; W;0,44048748403843685 
Lot;82484; Enchanted Park Crossing; N; 0,6575668312279646; W; 0,9737914101346709; N; 0,6413979522882751; W;0,11910432990331987 
Real Estate; 94295; Broad Beachside Meadows; N; 0,6502047829670261; W; 0,9418299450149215; N; 0,06324542532083788; E;0,3976445993523693 
Real Estate; 48820; Highland Preserve Hills; N; 0,7074705246819285; W; 0,9499407478195302; S; 0,028129826116905843; E;0,7766165868246823 
Lot;50626; Enchanted Pier Falls; N; 0,6903479670096401; W; 0,9337782090358169; S; 0,3591342338167026; W;0,17637402595441165 
Lot;75178; Mellow River Hills; N; 0,587073545229902; W; 0,9255145994925652; S; 0,7733802428801743; E;0,9589606643885762 
Lot;68334; Dappled Pathway Estates; N; 0,670504692211774; W; 0,9238438595344607; N; 0,5598365911471649; E;0,9727013258870937 
Lot;57638; Woodland Lookout Overlook; N; 0,6624526857416247; W; 0,9134071961152319; S; 0,8848802926729398; E;0,39427935137724257 
Real Estate; 8198; Jade Forest Cape; N; 0,7780506661415237; W; 0,9886373206362385; S; 0,22558570545396106; W;0,5534599332143881 
Real Estate; 60653; Winter Stream Summit; N; 0,7690050586752014; W; 0,9514402158396914; N; 0,978279334386679; E;0,9805950975802971 
Lot;8875; Moonlit Meadow Gateway; N; 0,7334050392217268; W; 0,9375088629041152; N; 0,8299977419184906; W;0,9889046882738766 
Lot;9744; Verdant Creek Meadowlands; N; 0,7881488176492104; W; 0,908573972671846; N; 0,9375684108173382; W;0,3243887993423814 
Lot;73215; Towering Stream Glade; N; 0,7942631323506465; W; 0,9972260374470435; N; 0,43221692975650616; W;0,00343991999482518 
Lot;79100; Summer Rapids Glade; N; 0,8093997503599173; W; 0,9498587822227657; N; 0,5900319514706843; E;0,6488006411399364 
Lot;22332; Golden Field Bluffs; N; 0,7983287525089934; W; 0,9165409986816022; N; 0,3077696784527889; W;0,4165690543480449 
Lot;40303; Breezy Rapids Fields; N; 0,5817183710364204; W; 0,7604775144257746; N; 0,9401195264429494; W;0,16577860624625285 
Real Estate; 11639; Lush Isle Fields; N; 0,6062754156005744; W; 0,9002674868269228; S; 0,7267925863784527; E;0,08954418004890596 
Real Estate; 34997; Forested Creek Manor; N; 0,6317128681068994; W; 0,8549966263815663; N; 0,80951990880366; E;0,2598435990087985 
Lot;81167; Willow Reserve Arch; N; 0,6635938780285967; W; 0,8244795178758622; S; 0,6821046968404546; E;0,3161576489993525 
Real Estate; 12896; Enchanted Landing Island; N; 0,6057530265206069; W; 0,8048159761135594; N; 0,030627443692617273; W;0,3751892970142563 
Real Estate; 22983; Dappled Pathway Plateau; N; 0,6084916523714551; W; 0,7793479321279614; S; 0,061266243752282734; E;0,08248191602590838 
Real Estate; 56660; Whispering Rapids Crossing; N; 0,6644183221796782; W; 0,7997183626832609; N; 0,9290770221017608; E;0,575684505896007 
Lot;96292; Valley Riverbank Summit; N; 0,6383735828590643; W; 0,7151814695174276; S; 0,2743099144979986; W;0,20253610205893224 
Real Estate; 6256; Highland Knoll Bridge; N; 0,5911436653578245; W; 0,6636018433716927; S; 0,8597290936379411; E;0,146055070261623 
Real Estate; 74114; Autumn Springs Corner; N; 0,5898847021435033; W; 0,5673592736356367; S; 0,26173195159358265; W;0,4601631039344697 
Real Estate; 74183; Open Lake Trails; N; 0,5893002471899846; W; 0,5522864061135663; N; 0,23679397865792617; E;0,16862013565726974 
Lot;29711; Ivy Bluff Plaza; N; 0,596306371375659; W; 0,6001223120505985; S; 0,0549306603001416; E;0,14856039595579196 
Real Estate; 68291; Sapphire Stream Ponds; N; 0,6026915960721125; W; 0,4446252081092985; S; 0,090930784236946; W;0,18627993725219139 
Real Estate; 25303; Fern Cove Meadows; N; 0,6062833406102205; W; 0,6381718538437902; S; 0,8512977778074741; W;0,827787456872936 
Lot;10298; Wild Forest Marsh; N; 0,6378027265919711; W; 0,6968153269647924; S; 0,9021761371853836; W;0,9928819846444136 
Real Estate; 32951; Amber Forest Manor; N; 0,6381453805680207; W; 0,677192519785111; S; 0,6395152454716692; W;0,8132176372320922 
Real Estate; 60020; Bright Passage Harbour; N; 0,6282184867880776; W; 0,6023365365196629; N; 0,9344934084943811; W;0,6812756989734121 
Real Estate; 85342; Calm Shore Landing; N; 0,6457386874542932; W; 0,566281305175155; S; 0,965108430781743; E;0,23860168927634684 
Lot;2733; Calming Lake Corner; N; 0,6622117672097846; W; 0,6218558740871164; S; 0,44225778516884784; W;0,7919936495068974 
Real Estate; 74176; Woodland Plains Ridge; N; 0,6562366346822617; W; 0,5559355100492305; S; 0,16492939379448812; W;0,6865606335518925 
Lot;69003; Gentle Hills Gateway; N; 0,6782038015283222; W; 0,9026776712004859; S; 0,7322402087582656; E;0,7588667522445852 
Lot;5531; Hidden Vista Domain; N; 0,677886199425003; W; 0,8935117649420096; N; 0,2743527869096065; E;0,8454740829638632 
Real Estate; 83249; Open Preserve Path; N; 0,7163265213654372; W; 0,8993810033974161; N; 0,7130790131614816; E;0,591072892469133 
Lot;8123; Cozy Forest Garden; N; 0,7847777459170561; W; 0,9036184038686719; S; 0,7393916891840508; E;0,3214361176572781 
Real Estate; 24354; Soft Rock Enclave; N; 0,7798648178094306; W; 0,9010598290392124; S; 0,6170035328559271; E;0,16689635747041343 
Real Estate; 63433; Wild Vale Path; N; 0,670119665319837; W; 0,855451460918473; S; 0,37419132470533645; E;0,01786055745223336 
Real Estate; 28708; Rustic Wood Meadow; N; 0,6795614253635193; W; 0,6766145441593274; S; 0,26395913871636145; W;0,061281039564755835 
Real Estate; 74052; Quiet Desert Terrace; N; 0,6679735827668202; W; 0,5249561763801657; N; 0,15580814871803605; W;0,3243335032430803 
Real Estate; 87936; Amber Ridge Bayou; N; 0,6901586109462238; W; 0,8061812609398263; S; 0,527328069412753; E;0,0851334140904274 
Real Estate; 58569; Hidden Harbour Fields; N; 0,6977960811199984; W; 0,47101007771217196; S; 0,9252542254722124; E;0,046673250890225004 
Real Estate; 24881; Lush Harbour Trails; N; 0,7054026954786293; W; 0,8509167773422057; S; 0,4131945611855642; W;0,37729692523945946 
Real Estate; 7244; Towering Terraces Crest; N; 0,7497972072574595; W; 0,5523389096694631; S; 0,811995953190443; W;0,07324558730131137 
Real Estate; 9278; Radiant Beach Heights; N; 0,7744424949693798; W; 0,8377703021248434; S; 0,02135580651260971; E;0,08250562412767659 
Real Estate; 21842; Jade Hallow Trails; N; 0,7873426074635623; W; 0,6070188712250725; S; 0,23573754524905577; E;0,7219065674533345 
Lot;99744; Blooming Grove Forest; N; 0,7198906823655731; W; 0,47116486273670677; N; 0,15164977217210618; W;0,24919132912269026 
Real Estate; 88075; Spring Ridge Terrace; N; 0,7155359186597853; W; 0,4469557980474026; N; 0,939698760825759; E;0,25172596003908987 
Real Estate; 37949; Breezy Pond Path; N; 0,7669739754762548; W; 0,5205475205765809; N; 0,20310976681588855; E;0,03733732892235975 
Real Estate; 59283; Breezy Cliffside Grove; N; 0,7441816106819132; W; 0,445657793256537; N; 0,1803737543185122; W;0,25387898915018947 
Lot;4034; Sparkling Hill Vale; N; 0,8150427987547783; W; 0,9112742616757072; S; 0,2345986130992218; E;0,02925568413532098 
Real Estate; 718; Velvet Vale Courts; N; 0,8129368991374656; W; 0,5562977953608598; S; 0,49974074043662553; W;0,3117375442275844 
Real Estate; 17132; Oakwood Creek Domain; N; 0,8170909805684979; W; 0,4375156367224371; N; 0,5228405330828738; W;0,09452145962467706 
Real Estate; 44778; Wild Vista Meadowlands; N; 0,8211659388739204; W; 0,8898846655940535; S; 0,40986735394969875; E;0,8603204836433807 
Real Estate; 22619; Meadowy Wood Meadowlands; N; 0,8210063849282414; W; 0,7541170867585429; S; 0,7074509146874788; W;0,6325654978331261 
Real Estate; 3282; Sparkling Rock Fields; N; 0,8292865468132077; W; 0,7551924993571622; N; 0,03730243941158562; E;0,6829846725369091 
Lot;8187; Silver Harbour Lanes; N; 0,8282509696291134; W; 0,5175399210326977; N; 0,3251073335616982; E;0,2379862142348479 
Lot;50898; Wild Waters Manor; N; 0,8348348338699548; W; 0,8383973571551011; S; 0,7875239466213227; E;0,9633340286261284 
Real Estate; 92418; Broad Sanctuary Glens; N; 0,8330404179105508; W; 0,6095190849766328; S; 0,3204313220576902; W;0,8423887747973009 
Lot;3575; Maple Bay Manor; N; 0,8283931148611734; W; 0,4430472254486588; N; 0,5881175913093926; E;0,6474220217829947 
Real Estate; 25878; Wildflower Basin Gateway; N; 0,8392142827627538; W; 0,8591058763621947; N; 0,3245116521008917; W;0,7858021200087433 
Real Estate; 12634; Quiet Marsh Isle; N; 0,8452930794026585; W; 0,87899169479973; S; 0,0811822526365793; W;0,3749166982076403 
Real Estate; 99196; Quiet Isle Garden; N; 0,854999644854629; W; 0,7907746797362589; S; 0,14442877096522522; E;0,9173468355308965 
Lot;9111; Crystal Basin Park; N; 0,8429715606157252; W; 0,7427208509376305; S; 0,42672459299356613; E;0,8302539684004818 
Lot;69338; Sapphire Garden Beach; N; 0,837464706398856; W; 0,6350946528080088; S; 0,943385813523953; E;0,5054021197297972 
Lot;8826; Covered Lake Bridge; N; 0,8604779065236929; W; 0,7614552894833422; N; 0,15266228830815087; E;0,11450652712742992 
Real Estate; 47607; Shady Vista Vale; N; 0,8662888060755363; W; 0,9534250738207716; N; 0,9455276715338524; E;0,7458702143334263 
Real Estate; 50348; Sunrise Terraces Cove; N; 0,8648025836306228; W; 0,7534557204506153; N; 0,9046985450397628; E;0,5890425134331436 
Real Estate; 46154; Ever Pond Crescent; N; 0,8866833446368803; W; 0,9356430089063161; N; 0,9982200187815523; E;0,26280464070027776 
Real Estate; 94486; Breezy Wood Terrace; N; 0,8991231120886902; W; 0,8013133680855289; S; 0,9369485015766346; W;0,3713719097913626 
Real Estate; 56648; Cool Desert Enclave; N; 0,8657913939693955; W; 0,7253689928801168; S; 0,02132981793056843; W;0,7955685273937976 
Real Estate; 85805; Hidden Shire Gateway; N; 0,864100512587562; W; 0,6293937262418978; S; 0,5124595852269281; W;0,15043360865977173 
Real Estate; 82118; Elm Vista Knoll; N; 0,8611336862069234; W; 0,6078293000821188; N; 0,15802984212655713; W;0,137482420728556 
Real Estate; 30661; Fresh Lakeview Crossing; N; 0,861028241873926; W; 0,569448135063808; S; 0,5613609650873806; E;0,6777933328045447 
Lot;85633; Elm Glade Oasis; N; 0,8939815813678476; W; 0,6021561563080998; N; 0,7244998864008148; E;0,8969352025465889 
Real Estate; 83198; Ivy River Parkway; N; 0,8415298796404459; W; 0,49012932716587876; N; 0,45235418954750095; E;0,8505512047425254 
Real Estate; 65885; Sunflower Ridge Ponds; N; 0,8541574105507703; W; 0,5068586085035597; S; 0,6204963750797964; E;0,4664044033050434 
Real Estate; 32307; Elm Shire Reserve; N; 0,864825444599887; W; 0,4759474463138682; N; 0,7020124425485829; E;0,8971217165278869 
Lot;65873; Verdant Cliff Acres; N; 0,8975950783421578; W; 0,6165544332750297; S; 0,5052017819032023; E;0,6181055186001043 
Lot;86722; Open Valley Knoll; N; 0,5899588885421724; W; 0,42972109791790836; N; 0,62326591134741; W;0,20243374771755007 
Lot;65162; Meadow River Crossroads; N; 0,601029950775132; W; 0,4267710630609607; N; 0,36329514794833173; E;0,3805599544888779 
Real Estate; 96481; Lush Orchards Plaza; N; 0,5833064446783207; W; 0,26477949809531387; N; 0,6006689532828307; W;0,09772881345261863 
Lot;63033; Hidden Glen Preserve; N; 0,5880139975120597; W; 0,19616733970418854; S; 0,34001833443459917; E;0,8942108173404929 
Lot;92758; Ivy Oaks Estates; N; 0,6025230811204658; W; 0,24161401335101595; S; 0,3856907853737359; W;0,9920842205932846 
Lot;13681; Serene Sanctuary Vale; N; 0,6072644108862707; W; 0,20627295870390017; N; 0,7583906908324118; W;0,40007285496457334 
Lot;41119; Hidden Shire Cape; N; 0,6174665455681048; W; 0,219973425521942; N; 0,8723683694765766; W;0,7524277250977885 
Lot;9814; Peaceful Landing Plains; N; 0,5863941322943463; W; 0,1289676873567639; S; 0,7726224450165117; W;0,5718818855090436 
Real Estate; 60228; Sapphire Sanctuary Bayou; N; 0,5858513102775141; W; 0,12412999656692869; N; 0,663532842609109; W;0,15658367473884083 
Lot;63756; Radiant Retreat Meadows; N; 0,5987444213390788; W; 0,18306604984900965; S; 0,4708614934185035; W;0,04751600417264257 
Real Estate; 14827; Shady Valley Forest; N; 0,6170066363587244; W; 0,13677451539754515; S; 0,1737980187513779; W;0,029491213959969897 
Lot;41593; Lush Dales Vale; N; 0,6144304279544216; W; 0,13326268900228344; S; 0,38766725813084923; E;0,12608493312310576 
Real Estate; 32296; Azure Knoll Overlook; N; 0,8217744116879337; W; 0,4320936993031401; S; 0,31636992207173165; E;0,8116994532565533 
Lot;96936; Breezy Cove Nook; N; 0,6742323551152521; W; 0,42701949373726544; S; 0,5779561433556564; W;0,5734539161186832 
Lot;54412; Wild Ridge Plaza; N; 0,7120433560783299; W; 0,41812488834047923; S; 0,236785569737047; E;0,839281563128568 
Lot;92376; Calm Crest Terrace; N; 0,7881305130687531; W; 0,4228221048514199; S; 0,36740197657343; E;0,5428200749150507 
Real Estate; 67957; Wild Arbor Flats; N; 0,820690950902259; W; 0,4142566302479228; S; 0,028822827675249907; W;0,138653243121299 
Real Estate; 7008; Broad Pines Terrace; N; 0,6818529665637725; W; 0,3498961558400714; S; 0,8683685759604353; E;0,7384206243811268 
Real Estate; 7176; Autumn Valley Crossing; N; 0,699109213103569; W; 0,22570017241066742; S; 0,3645355444100421; E;0,4248050147922888 
Real Estate; 79165; Forested River Crossing; N; 0,7463566651899249; W; 0,40190311081384966; N; 0,6202974070124302; E;0,7049265789618602 
Real Estate; 55590; Desert Forest Marsh; N; 0,7478656243648536; W; 0,3198232725711775; S; 0,05573198080050712; E;0,6686079300270428 
Real Estate; 70427; Open Glen Flats; N; 0,6368207877326711; W; 0,2136416962871095; S; 0,18983611657445598; E;0,5699154221755274 
Real Estate; 78612; Tranquil Waters Garden; N; 0,7144482627443132; W; 0,21862121868552042; S; 0,8996007387564927; E;0,5665433866611601 
Real Estate; 5727; Gleaming Cove Cape; N; 0,714257278760137; W; 0,20603322125871792; N; 0,7487888070425746; E;0,3749080178424662 
Real Estate; 75746; Soft Lookout Ponds; N; 0,7767023253220787; W; 0,2909450364684416; S; 0,9627907127097861; W;0,6866696735460264 
Lot;11595; Violet Landing Marsh; N; 0,796681908948105; W; 0,39687269816815796; N; 0,8328747314050805; E;0,17753148635060856 
Real Estate; 39709; Sapphire Meadow Hollow; N; 0,8022016863769933; W; 0,2971314300987493; N; 0,5554440849403093; E;0,953671996497414 
Real Estate; 31083; Verdant Springs Preserve; N; 0,8137993927648426; W; 0,23723900634684247; S; 0,26965971326915994; W;0,5579480868229725 
Real Estate; 16330; Pristine Hills Run; N; 0,7683777585796628; W; 0,221571789334311; S; 0,4313695651269742; E;0,42535339960081164 
Real Estate; 72898; Snowy Sanctuary Harbor; N; 0,8594504121267733; W; 0,41858144491899685; S; 0,49495041079949775; W;0,8497900260978676 
Real Estate; 44122; Rustic Terraces Beach; N; 0,8597478604876295; W; 0,38881271693312136; S; 0,8832142979098792; E;0,4960848456071425 
Lot;11585; Lush Hallow Forest; N; 0,8640112106992621; W; 0,38593753544493137; S; 0,42970946322038783; W;0,016683291135614398 
Lot;48209; Majestic Falls Grove; N; 0,8419013204628333; W; 0,3785220537787123; N; 0,01660021600917072; E;0,5566336679053676 
Real Estate; 30075; Lush Forest Domain; N; 0,8507011613084723; W; 0,3317811864475405; S; 0,25181038382540555; W;0,07643951185321962 
Real Estate; 80923; Fresh Desert Glens; N; 0,8549013307850828; W; 0,3777551883117828; N; 0,3101330294553195; E;0,8362397723633853 
Lot;72007; Forested Reserve Cove; N; 0,8666546965347317; W; 0,35612149916821456; S; 0,15680559836171437; W;0,9916741860175533 
Lot;53234; Sparkling Grove Domain; N; 0,8972674034701389; W; 0,4238533196633556; S; 0,7830774504284299; E;0,49096841317426243 
Lot;65561; Enchanted Vista Terrace; N; 0,8974356277779947; W; 0,35642073800982743; N; 0,24616223170991092; W;0,17168013283795158 
Real Estate; 2532; Cedar Harbour Walk; N; 0,8274954803405233; W; 0,3098721419904802; N; 0,5387830905213686; W;0,7215578446358953 
Real Estate; 32144; Serene Bay Knoll; N; 0,8346848378877674; W; 0,28410900654586824; S; 0,5653935890216969; E;0,4296235425550118 
Real Estate; 9420; Crystal Landing Arch; N; 0,8320008604935769; W; 0,2435063966423925; S; 0,08431675504964142; W;0,8129868302423908 
Lot;19992; Timbered Hallow Shores; N; 0,877942654385612; W; 0,32663959738397685; N; 0,11503237659561338; W;0,628555849712162 
Real Estate; 88560; Meadowy Cliff Crossroads; N; 0,8781074223806896; W; 0,3144182086971966; N; 0,9374733186425883; W;0,9744580901049481 
Lot;53637; Breezy Meadow Crossing; N; 0,8994801103722869; W; 0,29139469936862905; N; 0,4261677383717566; E;0,9502928445212832 
Real Estate; 93339; Emerald Summit Gateway; N; 0,8974326328428136; W; 0,2666047515361394; N; 0,28123448182082; W;0,16482902061152716 
Lot;35256; Tranquil Hollow Crossing; N; 0,8526504317626608; W; 0,23565020545061655; N; 0,18065445117000867; W;0,1943365053376851 
Real Estate; 2854; Sunrise Preserve Peaks; N; 0,8811293651278992; W; 0,2215277396902453; N; 0,5839703336316268; E;0,7159078836100905 
Real Estate; 65753; Ivy Beachside Preserve; N; 0,8729305355665075; W; 0,20533572750238638; N; 0,8800532107784367; E;0,7126542601461731 
Lot;90303; Broadleaf Riverbank Bridge; N; 0,6448028145693879; W; 0,19253089129444478; S; 0,08366615140124145; W;0,8753387567465786 
Lot;77527; Pristine Waters Courts; N; 0,6379615286437865; W; 0,18243389059866877; N; 0,22439261431184832; W;0,24146140140300287 
Real Estate; 92997; Mellow Landing Enclave; N; 0,7059646343094951; W; 0,19858780668491116; S; 0,8658698259636848; W;0,6765108600632386 
Real Estate; 37424; Cozy Slopes Nook; N; 0,6538861858068279; W; 0,18600674611322532; N; 0,717267498545546; W;0,9604383135949135 
Lot;27581; Cedar River Plains; N; 0,7105202035510674; W; 0,16975456704365444; S; 0,9299135170788011; W;0,17715776974391606 
Lot;74371; Velvet Ridge Bend; N; 0,7796937889159795; W; 0,2015976853443885; S; 0,12248503443202863; W;0,2893067446790294 
Real Estate; 33851; Radiant Dunes Meadow; N; 0,7501812633989864; W; 0,18835119383769716; S; 0,6426034656133808; E;0,25608515856798075 
Real Estate; 48891; Amber Prairie Flats; N; 0,7309030131280668; W; 0,17738045605520958; S; 0,37082448031074167; W;0,5649550043544113 
Lot;3048; Quiet Crest Gateway; N; 0,7696028254265117; W; 0,16744043252910978; S; 0,613370844566818; W;0,8124022349647104 
Real Estate; 64678; Quiet Basin Walk; N; 0,7018169895595275; W; 0,1648136918729376; S; 0,8891426557396845; W;0,3817363370353183 
Real Estate; 11884; Sapphire Bluff Arcadia; N; 0,6340376714709304; W; 0,15337869710052243; N; 0,39888690426342244; W;0,055910702048105665 
Real Estate; 4439; Shady Path Cross; N; 0,6375045991125609; W; 0,1474298481539762; N; 0,24231992333411612; E;0,32103785310073674 
Real Estate; 54501; Rustic Preserve Flats; N; 0,6762805830334587; W; 0,11874210124830409; S; 0,1571721494468703; E;0,7688864151051865 
Real Estate; 68024; Lush Pines Creek; N; 0,7135300168271571; W; 0,11549816387468959; N; 0,656213407016479; W;0,6011953434352052 
Real Estate; 74670; Maple Oasis Ridge; N; 0,7948585635675426; W; 0,11766611653045378; S; 0,6373890970258629; E;0,24639612413294687 
Lot;72120; Brisk Ridge Peak; N; 0,8194341218744124; W; 0,1949870120985151; S; 0,5681203819759251; W;0,0906727037000351 
Real Estate; 80689; Wildflower Timber Harbour; N; 0,8174308659652059; W; 0,16574530162668155; S; 0,8257562132176082; E;0,5367561455448184 
Lot;71879; Broad Desert Reserve; N; 0,8560422627036975; W; 0,15372214064848522; S; 0,6596546077243948; E;0,7220304719615652 
Real Estate; 83758; Quiet Orchards Run; N; 0,8745178833246737; W; 0,1612946558347027; N; 0,598130490987193; W;0,3185107339054186 
Lot;5841; Calm View Retreat; N; 0,8641293134268955; W; 0,13998075001398613; N; 0,5312281896803293; W;0,6416333022423714 
Lot;91478; Majestic Passage Corner; N; 0,8113199228790514; W; 0,1182206664897989; N; 0,3042400413350248; W;0,3249270363045499 
Real Estate; 4439; Calming Basin Shire; N; 0,8939105870053972; W; 0,1364453002783813; S; 0,28106198857213316; W;0,1745393978003471 
Real Estate; 83677; Blushing Valley Acres; N; 0,8606006647133174; W; 0,12885215915129866; N; 0,3566900865534043; E;0,7279160983891817 
Real Estate; 34086; Desert Lake Path; N; 0,9247571574768807; W; 0,9745429963002271; N; 0,5539916582215995; W;0,7635361718756253 
Lot;4859; Whispering Lake Gateway; N; 0,9177037551659428; W; 0,9311006325718165; N; 0,5409011478483169; W;0,572822321837089 
Real Estate; 40757; Dreamy Preserve Arcadia; N; 0,9130924190322075; W; 0,9136063259769588; S; 0,08879621302829532; E;0,8471289379013239 
Real Estate; 55653; Broad Pier Pines; N; 0,9161697199789074; W; 0,8690834312357131; N; 0,038305599948868285; W;0,7526640787142486 
Real Estate; 90759; Quiet Plains Bend; N; 0,9379568119496227; W; 0,9492128991102736; N; 0,12639725682572733; E;0,694017680896898 
Real Estate; 60385; Radiant Glade Walk; N; 0,9311631660338592; W; 0,8239276211609174; S; 0,549353158732669; E;0,9206668780199466 
Real Estate; 82439; Gentle Valley Meadow; N; 0,9237918876111114; W; 0,7816558219744265; N; 0,7807142081434575; W;0,35289783180979484 
Real Estate; 94285; Dappled Bayou Crossing; N; 0,9370575900255496; W; 0,7315477700190558; N; 0,7863927459712517; W;0,31659341639790284 
Real Estate; 93771; Open Pathway Vale; N; 0,9555379646117614; W; 0,9630111328627907; N; 0,0940864976074649; E;0,02448096513912923 
Real Estate; 11692; Quiet View Bay; N; 0,9605820149844035; W; 0,9567892202601416; N; 0,04927805461822543; E;0,4311510034639636 
Real Estate; 11308; Soft Woods Crest; N; 0,9795488306536919; W; 0,9750312175172389; S; 0,07974374546530316; W;0,7402936922343009 
Lot;8520; Dappled Meadow Bayou; N; 0,9658911273257746; W; 0,8084129809854694; N; 0,5112156245395052; W;0,9995054948248492 
Lot;39948; Hidden Arbor Manor; N; 0,9428651177806178; W; 0,7650873704027987; N; 0,16850393156996835; W;0,3841118269479038 
Lot;62528; Blushing Waters Meadows; N; 0,9409985632431549; W; 0,7477661544396933; S; 0,6688721332763224; E;0,6148753715630849 
Lot;24485; Broadleaf Garden Crest; N; 0,9540308297455593; W; 0,7653475909258054; N; 0,623899359842981; W;0,6668812619056442 
Real Estate; 86348; Starry Preserve Harbor; N; 0,9137071467956421; W; 0,6735439395707356; N; 0,5338063276731123; W;0,6915781374823196 
Lot;47971; Whispering Passage Crescent; N; 0,9118664613450645; W; 0,6481646228075594; S; 0,7560113804050678; E;0,037787778292702856 
Lot;96446; Quiet Bay Crossing; N; 0,9247229335459672; W; 0,706281856585487; S; 0,9446958190378101; W;0,15375174369587818 
Lot;25964; Rustic View Bayou; N; 0,9260207373231923; W; 0,6926117768340113; N; 0,727614558070726; E;0,03797886410769036 
Real Estate; 6332; Towering Lagoon Terrace; N; 0,9500183494530939; W; 0,6893356583910643; S; 0,4964497431692586; W;0,19872999307799677 
Real Estate; 32800; Radiant Arbor Isle; N; 0,9473831120832198; W; 0,6675449368307153; N; 0,47656416795443535; E;0,4812558379928705 
Lot;8518; Timbered Springs Crossing; N; 0,9134083235982045; W; 0,6075599007775498; N; 0,21416394873106626; W;0,22355168694737204 
Real Estate; 94590; Sparkling Point Gateway; N; 0,9197257537023283; W; 0,5712999858023065; N; 0,6816520965296944; W;0,30239375259944756 
Lot;88079; Quiet Hill Flats; N; 0,9406382431918376; W; 0,6100646957519259; N; 0,15343239007710563; W;0,23026070084633143 
Lot;31459; Velvet Acreage Crossing; N; 0,9207809461766421; W; 0,5590682784238704; N; 0,6081144971283341; E;0,025322171549637673 
Real Estate; 20772; Violet Timber Place; N; 0,9693877364992582; W; 0,6435301062453198; N; 0,9323820472158704; W;0,5823561705224135 
Real Estate; 91657; Emerald Field Knoll; N; 0,9701067630878546; W; 0,6095384981549706; N; 0,0002601649153635144; E;0,4236526104237527 
Real Estate; 632; Sapphire Falls Corner; N; 0,9927633445477458; W; 0,6542296789525492; N; 0,8441840437386997; W;0,6768115281264572 
Real Estate; 37232; Jade Bridge Meadows; N; 0,9810651979611206; W; 0,557506954088035; S; 0,89792405670734; E;0,5417127872614469 
Lot;53603; Radiant Lookout Arch; N; 0,9608986352786205; W; 0,5261389409551236; N; 0,6051798137458776; E;0,020947298945793724 
